url_no,url,status,model,p_phishing,rank,feature,feature_value,shap_signed,abs_shap,direction
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,4,web_traffic,0.0,0.03974362738767638,0.03974362738767638,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,5,nb_www,0.0,0.028752530557445474,0.028752530557445474,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,6,domain_in_title,0.0,-0.02873083723562697,0.02873083723562697,BENIGN
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,7,ratio_digits_url,0.2580645161290322,0.02690446310848228,0.02690446310848228,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,8,domain_age,0.0,0.022951556802945774,0.022951556802945774,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,9,safe_anchor,0.0,0.016706454806479486,0.016706454806479486,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,10,ratio_digits_host,0.0434782608695652,0.015261253907542205,0.015261253907542205,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,1,page_rank,0.0,2.3509170991292923,2.3509170991292923,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,2,ratio_digits_url,0.2580645161290322,0.6772417863225564,0.6772417863225564,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,3,nb_www,0.0,0.6672764257178642,0.6672764257178642,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,4,nb_hyperlinks,0.0,0.6643539052669075,0.6643539052669075,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,5,google_index,0.0,-0.6554704890778521,0.6554704890778521,BENIGN
